Id	*hcIdx	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	limitCorpses	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	SpawnUniqueMod	*eol
vilemother3	300	3	2	96	3	3		1	hth	3		lit		lit	lit				lit	lit	lit	lit						1		1	1				1	1	1	1					7	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1		1	2	1		255	255	255				1			NU			0
vilechild1	301	1	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1			2	1		255	255	255				1			NU			0
vilechild2	302	1	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1			2	1		255	255	255				1			NU			0
vilechild3	303	1	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1		1					1			2	1		255	255	255				1			NU			0
fingermage1	304	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				1	7	255	90	0				1			NU			0
fingermage2	305	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				1	7	255	228	132				1			NU			0
fingermage3	306	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1						1				1	7	255	255	255				1			NU			0
regurgitator1	307	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1				1		255	255	255				1			NU			0
regurgitator2	308	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1				1		255	255	255				1			NU			0
regurgitator3	309	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1	1					1				1		255	255	255				1			NU			0
doomknight1	310	3	2	144	2	2		2	fgt	3	"col,hod,hrn"	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp							1	1		1	1		1		1	1							7	1	1	1	1	1		1				1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			4	255	255	255				1			NU			0
doomknight2	311	3	2	144	2	2		2	hth	3	"col,hod,hrn"	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp	"pos,fir,col,unh"						1	1		1	1		1		1	1	1						8	1	1	1	1	1				1		1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			4	255	255	255				1			NU			0
doomknight3	312	3	2	144	2	2		2	mgk	3	"col,hod,hrn"	lit		med	med				rsp	lsp	"pos,fir,col,unh"	"pos,fir,col,unh"					1	1		1	1				1	1	1	1					8	1	1	1	1					1	1	1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			4	255	255	255				1			NU			0
quillbear1	313	3	1	96	3	3		0	hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1	1		255	255	255				1			NU			0
quillbear2	314	3	1	96	3	3		0	hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1	1		255	255	255				1			NU			0
quillbear3	315	3	1	96	3	3		0	hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1	1		255	255	255				1			NU			0
quillbear4	316	3	1	96	3	3		0	hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1	1		255	255	255				1			NU			0
quillbear5	317	3	1	96	3	3		0	hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			1	1		255	255	255				1			NU			0
snake	318	0	1	96	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1						1			1											255	255	255				1			NU			0
parrot	319	0	1	96	0	0		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1						1			1					1						255	255	255				1			NU			0
fish	320	0	1	96	0	0		0	hth	3		lit																1															1															1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1									1					1						255	255	255				1			NU			0
evilhole1	321	3	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1														1						1						255	255	255				1			NU			0
evilhole2	322	3	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1														1						1						255	255	255				1			NU			0
evilhole3	323	3	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1														1						1						255	255	255				1			NU			0
evilhole4	324	3	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1														1						1						255	255	255				1			NU			0
evilhole5	325	3	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1														1						1						255	255	255				1			NU			0
trap-firebolt	326	1	3	128	0	0		0	hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													0																				1						255	255	255				1			NU			0
trap-horzmissile	327	3	3	128	0	0		0	hth	3		lit																1															1	1	1			1	1			1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1																				1						255	255	255				1			NU			0
trap-vertmissile	328	3	3	128	0	0		0	hth	3		lit																1															1	1	1			1	1			1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1																				1						255	255	255				1			NU			0
trap-poisoncloud	329	1	3	128	0	0		0	hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													0																				1						255	255	255				1			NU			0
trap-lightning	330	1	3	128	0	0		0	hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													0																				1						255	255	255				1			NU			0
act2guard2	331	0	2	96	2	2		0	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													0				1											1	1				1	1		2			255	255	255				1			NU			0
invisospawner	332	1	1	96	2	2		0	hth	3		lit																1															1	1	1							1				1				1	1	8	8	1	8	8	8	1	8	8	8	1	8	8	8													1																				1						255	255	255				1			NU			0
diabloclone	333	3	3	112	2	2		0	hth	3		lit																1	1	1	1				1								5																	1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1					1	1					1	1			2		255	255	255	5	5	5	1			NU			0
suckernest1	334	3	3	128	3	3		0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1				1		255	255	255				1			NU			0
suckernest2	335	3	3	128	3	3		0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1				1		255	255	255				1			NU			0
suckernest3	336	3	3	128	3	3		0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1				1		255	255	255				1			NU			0
suckernest4	337	3	3	128	3	3		0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1				1		1				1				1		255	255	255				1			NU			0
act2hire	338	3	2	96	2	2		2	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1		1			1						1					1	1	1	2		5	255	255	255				1			NU			0
minispider	339	0	1	96	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1						1								1	1					255	255	255				1			NU			0
boneprison1	340	3	0	96	1	1		0	hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1											1						255	255	255				1			NU			0
boneprison2	341	3	0	96	1	1		0	hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1											1						255	255	255				1			NU			0
boneprison3	342	3	0	96	1	1		0	hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1											1						255	255	255				1			NU			0
boneprison4	343	3	0	96	1	1		0	hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1											1						255	255	255				1			NU			0
bonewall	344	3	0	96	2	2		0	hth	3		lit							lit									1							1								2	1	1		1					1				1				4	4	1	4	1	1	1	1	4	1	1	1	4	1	1	1													1			1	1			1		1											1						255	255	255				1			NU		hidedead	0
councilmember1	345	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			2			255	255	255				1			NU			0
councilmember2	346	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			2			255	255	255				1			NU			0
councilmember3	347	3	2	96	2	2		0	hth	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			2			255	255	255				1			NU			0
turret1	348	3	2	128	2	2		0	hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1				1	1	1								1	1	1						255	255	255				1			NU			0
turret2	349	3	2	128	2	2		0	hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1				1	1	1								1	1	1						255	255	255				1			NU			0
turret3	350	3	2	128	2	2		0	hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1				1	1	1								1	1	1						255	255	255				1			NU			0
hydra1	351	3	1	96	0	0		0	hth	3		lit							lit									1							1								2	1	1			1					1			1		1		8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1																				1					4	255	138	0				1			NU		hidedead	0
hydra2	352	3	1	96	0	0		0	hth	3		lit							lit									1							1								2	1	1			1					1			1		1		8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1																				1					4	255	138	0				1			NU		hidedead	0
hydra3	353	3	1	96	0	0		0	hth	3		lit							lit									1							1								2	1	1			1					1			1		1		8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1																				1					4	255	138	0				1			NU		hidedead	0
trap-melee	354	2	3	128	2	2		2	hth	3		lit																1															1	1	1			1								1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													1				1					1											1						255	255	255				1			NU			0
seventombs	355	2	2	128	0	0		0	hth	3		lit																1															9	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													0																				1	1					255	255	255				1			NU			0
dopplezon	356	3	2	96	2	2		0	hth	3																		1							1								2	1	1	1	1	1								1	1	1		4	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1						1					1				1	5	255	255	255				1			NU		hidedead	0
valkyrie	357	3	2	96	2	2		0	hth	3																		1							1								2	1	1	1	1	1								1	1	1	1	4	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1						1					1				1	5	255	255	255				1			NU		hidedead	0
act2guard3	358	3	2	96	2	2		0	hth	3																	1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1											1					1	1	1	1			255	255	255				1			NU			0
act3hire	359	3	2	96	2	2		0	1hs	3	lit	lit				lsd		buc									1	1				1		1									4	1	1	1	1	1			1					1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1									1						1					1	1	1			5	255	255	255				7	11		NU			0
megademon1	360	3	3	96	3	3		2	hth	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1	10	11	NU			0
megademon2	361	3	3	96	3	3		2	hth	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1	10	11	NU			0
megademon3	362	3	3	96	3	3		2	hth	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1	10	11	NU			0
necroskeleton	363	3	2	80	2	2		0	1hs	3	"lit,med,hvy"	"lit,hvy"	"lit,hvy"	"lit,des,med,hvy"	"lit,des,med,hvy"	"hax,axe,mac,fla,scm,nil,buc,lrg,kit,nil,lit"		"nil,buc,lrg,kit,sml"	"nil,lit"	"nil,lit"							1	1	1	1	1	1		1	1	1							9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1											1		1				255	255	255	255	255	255	1			NU			0
necromage	364	3	2	80	2	2		0	hth	3	"lit,med,hvy"	"lit,hvy"	"lit,hvy"	"lit,des,med,hvy"	"lit,des,med,hvy"				"nil,lit"	"nil,lit"		"pos,cld,fir,lht"	"pos,cld,fir,lht"				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1											1		1			5	255	255	255	255	255	255	1			NU			0
griswold	365	3	3	72	2	2		0	hth	1		lit																1															1	1	1	1		1								1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1						1					1				1		255	255	255				1			NU			0
compellingorb	366	1	2	96	0	0		0	hth	3		lit							lit	lit								1							1	1							3	1	1											1				1	1	8	8	8	8	8	8	1	1	8	8	1	8	8	8													1						1														1						255	255	255				1			NU			0
tyrael2	367	4	4	144	2	2		0	hth	3		lit		lit	lit													1		1	1												3		1													1		1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1						1	-100	-20	60	100	1				1												1				1	1				11	255	255	255				1			NU			0
darkwanderer	368	1	2	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1										1				1	8	1	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1	1										1					1	1	1				255	255	255				1			NU			0
trap-nova	369	1	3	128	0	0		0	hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													0																				1						255	255	255				1			NU			0
spiritmummy	370	3	2	96	3	3		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1				1		255	255	255				1			NU			0
lightningspire	371	4	3	128	1	1		0	hth	3		lit							lit									1							1								2	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1					1									1	1	1		1				255	255	255				1			NU			0
firetower	372	3	3	128	3	3		0	hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1					1									1	1	1						255	255	255				1			NU			0
slinger1	373	3	2	96	2	2		0	1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
slinger2	374	3	2	96	2	2		0	1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
slinger3	375	3	2	96	2	2		0	1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
slinger4	376	3	2	96	2	2		0	1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
act2guard4	377	0	2	96	2	2		0	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1										1	1				1	1		2			255	255	255				1			NU			0
act2guard5	378	0	2	96	2	2		0	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1										1	1				1	1		2			255	255	255				1			NU			0
skmage_cold1	379	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	0	60	255				1			xx	SkeletonRaise		0
skmage_cold2	380	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	0	60	255				1			xx	SkeletonRaise		0
skmage_cold3	381	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	0	60	255				1			xx	SkeletonRaise		0
skmage_cold4	382	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	0	60	255				1			xx	SkeletonRaise		0
skmage_fire1	383	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	138	0				1			xx	SkeletonRaise		0
skmage_fire2	384	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	138	0				1			xx	SkeletonRaise		0
skmage_fire3	385	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	138	0				1			xx	SkeletonRaise		0
skmage_fire4	386	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	138	0				1			xx	SkeletonRaise		0
skmage_ltng1	387	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	255	255				1			xx	SkeletonRaise		0
skmage_ltng2	388	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	255	255				1			xx	SkeletonRaise		0
skmage_ltng3	389	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	255	255				1			xx	SkeletonRaise		0
skmage_ltng4	390	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1										1		1			5	255	255	255				1			xx	SkeletonRaise		0
hellbovine	391	3	2	96	2	2		2	hth	3		lit				"hal,pax,btx"												1				1											2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1			2			255	255	255				1			NU			0
window1	392	2	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1											1				1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1													1				255	255	255				1			NU			0
window2	393	2	3	128	3	3		0	hth	3		lit							lit									1							1								2	1	1											1				1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1													1				255	255	255				1			NU			0
slinger5	394	3	2	96	2	2		0	1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		opl	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
slinger6	395	3	2	96	2	2		0	1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		gpl	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1					1					1		1	1	1		255	255	255				1			NU			0
